,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10
0,0.7407733561817721,0.7127998857578066,0.7085396039603961,0.7413683676059913,0.7144500507743082,0.7263899466869764,0.7022007489210459,0.7027322924600152,0.7055645468392994,0.7292460015232293
