,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10
0,0.7056359482102056,0.7192974105102818,0.7349105102817974,0.7228833460269104,0.6894516374714394,0.7260646737750698,0.7391152576796141,0.5,0.7353071845646103,0.741907844630617
