,specificity1,specificity2,specificity3,specificity4,specificity5
0,0.7508417508417509,0.768969422423556,0.7517321016166282,0.7772727272727272,0.7475832438238453
1,0.7384960718294051,0.7664233576642335,0.7488789237668162,0.7505773672055427,0.7391304347826086
2,0.7557251908396947,0.7511261261261262,0.7469066366704162,0.7790123456790123,0.7536394176931691
3,0.7572463768115942,0.7679814385150812,0.720168954593453,0.7584134615384616,0.7331759149940968
4,0.7538631346578366,0.7676991150442478,0.7480225988700565,0.741014799154334,0.7544642857142857
