,sensitivity1,sensitivity2,sensitivity3,sensitivity4,sensitivity5
0,0.8234582829504232,0.8240850059031877,0.8194945848375451,0.8180764774044033,0.8513853904282116
1,0.8244994110718492,0.8143021914648212,0.7960308710033076,0.8257309941520468,0.833939393939394
2,0.8248520710059172,0.8140350877192982,0.8385167464114832,0.8434782608695652,0.8161849710982659
3,0.8486997635933806,0.8550548112058465,0.8472385428907168,0.8356973995271868,0.8411764705882353
4,0.8273291925465839,0.8033573141486811,0.8254156769596199,0.8325242718446602,0.8151658767772512
