,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20,AUC21,AUC22,AUC23,AUC24,AUC25,AUC26,AUC27,AUC28,AUC29,AUC30
0,0.730126618431074,0.7177265803503428,0.7106499111449607,0.7077621223660827,0.7172347042396547,0.7287065244986037,0.7243669078446305,0.7191149403401879,0.7159336125920286,0.7240416349327239,0.7300790175171363,0.7189562706270628,0.7272784970804773,0.7302456207159177,0.7210824447829398,0.7266358847423203,0.718781733942625,0.7232403528814418,0.7051678725564864,0.7098327621223661,0.7353785859355165,0.7198210205635948,0.7067387027164255,0.7287620588981976,0.7351643818227978,0.7258346026910383,0.7197892866209699,0.715798743335872,0.7141485783193704,0.7207175044427521
