,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20,AUC21,AUC22,AUC23,AUC24,AUC25,AUC26,AUC27,AUC28,AUC29,AUC30
0,0.7182739908606245,0.7288096598121352,0.729301535922823,0.7357435262757044,0.7278179741051028,0.729515740035542,0.7318164508758569,0.6951558136582889,0.73013455191673,0.7369018151815182,0.7245017771007871,0.7288255267834476,0.7326335998984513,0.7233276212236608,0.7366400101548616,0.7151640644833714,0.7421617161716172,0.7053741431835492,0.7217409240924093,0.7173140390962172,0.7209237750698148,0.6811135440467124,0.7317609164762631,0.719551282051282,0.714013709063214,0.7376078954049251,0.7372905559786747,0.7123476770753998,0.7174013074384362,0.7290873318101041
