,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20,AUC21,AUC22,AUC23,AUC24,AUC25,AUC26,AUC27,AUC28,AUC29,AUC30
0,0.7390597232800203,0.7229626808834729,0.7273419649657273,0.7052551408987052,0.7036049758822036,0.7196068164508758,0.7186071972581874,0.7200193577050013,0.721122112211221,0.6977500634678853,0.7198368875349074,0.7103008377760853,0.68128808073115,0.723581492764661,0.7172664381822798,0.6951796141152577,0.7124428789032751,0.7101025006346788,0.6897213759837522,0.7165286240162478,0.7355769230769231,0.704049251078954,0.6997175679106372,0.7115384615384617,0.7127443513582128,0.7068101040873318,0.7245811119573496,0.722010662604722,0.715457603452653,0.722320068545316
