,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10
0,0.7285240543285099,0.6958856943386647,0.7147832571718711,0.7168142294998731,0.7283495176440722,0.727794173648134,0.7183929931454685,0.7090949479563342,0.716933231784717,0.732197258187357
