,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10
0,0.7349501777100788,0.7203604975882204,0.7395912668189896,0.7356007235338918,0.7505791444529069,0.7340298933739529,0.7372984894643311,0.7319830540746383,0.7368066133536431,0.7421061817720234
