,specificity1,specificity2,specificity3,specificity4,specificity5
0,0.8506417736289381,0.8863080684596577,0.8845238095238095,0.8765281173594132,0.8702830188679245
1,0.8725490196078431,0.8441860465116279,0.8448883666274971,0.879950495049505,0.87468671679198
2,0.8318284424379232,0.8746898263027295,0.8613138686131386,0.8551401869158879,0.8940886699507389
3,0.8713592233009708,0.8801955990220048,0.88,0.8805418719211823,0.8844672657252889
4,0.8763636363636363,0.8760429082240763,0.8854041013268998,0.8791615289765722,0.8475750577367206
