,auc1,auc2,auc3,auc4,auc5
0,0.9240875212286372,0.9413779289877395,0.9505365696778889,0.940260780762482,0.9439592184476153
1,0.9400503671724546,0.9378677896994194,0.9339886709133107,0.9353494310766864,0.933746710967205
2,0.9314473526445344,0.9386626041203812,0.9304288948604558,0.9366948082633321,0.9445377795645458
3,0.9430693104231599,0.9458192649198084,0.9468520851822746,0.9459025113617284,0.9405578075991303
4,0.9366356326703343,0.9436930455635492,0.9409818027930598,0.9402821272393849,0.9367992664691777
