,specificity1,specificity2,specificity3,specificity4,specificity5
0,0.7560137457044673,0.7557603686635944,0.7721822541966427,0.768,0.74945295404814
1,0.7687576875768758,0.7328159645232816,0.7331812998859749,0.731924360400445,0.7576470588235295
2,0.7397727272727272,0.7523148148148148,0.7509157509157509,0.757094211123723,0.7425860023724793
3,0.7752941176470588,0.7668213457076566,0.7605633802816901,0.7415990730011588,0.7456331877729258
4,0.7429906542056075,0.7099236641221374,0.7730496453900709,0.763095238095238,0.7476851851851852
