,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.7605912033511044,0.7311659050520436,0.7097137598375222,0.7177027798933739,0.7344424346280782,0.7010900609291698,0.7456683168316831,0.6949257425742575,0.721241114496065,0.7380283701447068,0.6872937293729373,0.7357990606752983,0.7118558009647119,0.5,0.7207413048997208,0.7359973978167048,0.7263661462300076,0.7297378776339173,0.7344900355420159,0.7192656765676568
