,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.5032765295760345,0.5044030845392232,0.7205747017009393,0.5,0.4958507870017771,0.7537684056867225,0.5031337268342219,0.6924584285351613,0.7256759329779131,0.7015343361259204,0.761844694084793,0.5146055470931709,0.7382584412287383,0.48761582889058136,0.709031480071084,0.5,0.7384488448844884,0.49621572734196495,0.7152275323686214,0.48883758568164515
