,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.5332333714140645,0.704263455191673,0.7453271769484641,0.7177265803503428,0.68995938055344,0.7373540238639249,0.7340854277735465,0.7438832825590251,0.725763201320132,0.5004442751967504,0.7262074765168826,0.7116495303376491,0.7309517009393247,0.7396468012185834,0.7365051408987052,0.7155607387661844,0.7485085046966236,0.5120430312261995,0.736528941355674,0.7272229626808834
