,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.7331492764661082,0.6855007616146229,0.656130997715156,0.6735529322162985,0.6954255521706018,0.6630886646356943,0.6468884869256157,0.6832635186595583,0.6924822289921301,0.6638899466869763,0.6866114496064991,0.6657305153592281,0.6918634171109418,0.6645008250825083,0.6694671871033258,0.7124904798172125,0.6841124016247779,0.6816609545569942,0.6833349200304647,0.6810262757044935
