,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.7125222137598375,0.7016930058390455,0.7039937166793602,0.6927837014470678,0.7343392993145469,0.7221772658035034,0.7337204874333588,0.7340457603452654,0.5,0.7392421934501142,0.7168856308707794,0.7255727976643819,0.7533320639756284,0.7175599771515613,0.7197258187357198,0.7391945925361767,0.724842916984006,0.7129823559279005,0.7378300330033004,0.736187801472455
