,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.7307850977405432,0.7236132267072862,0.6985751459761361,0.7183215917745621,0.7261916095455699,0.7284447194719471,0.7097216933231785,0.727667237877634,0.705461411525768,0.7219233942625032,0.7140216425488702,0.7293253363797918,0.7113559913683676,0.7127840187864941,0.7331413429804519,0.727579969535415,0.712323876618431,0.7124746128459,0.7176551789794364,0.719091139883219
