,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.6756156384869255,0.7172109037826858,0.7456921172886519,0.7207016374714393,0.7339505585173902,0.7214156511805027,0.7104674409748667,0.7332444782939832,0.701772340695608,0.7327684691546078,0.7254220614369129,0.7514042269611577,0.7279528433612593,0.7235338918507235,0.7267707539984768,0.7148784589997461,0.7026926250317339,0.7006616527037319,0.7534272658035034,0.7250412541254124
