,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.5,0.5,0.48149911144960655,0.73634647118558,0.5,0.7214315181518153,0.5,0.5,0.5,0.5072115384615384,0.7433200050774308,0.7380680375729881,0.5,0.5,0.7288572607260727,0.5,0.7176789794364051,0.5,0.5,0.7346725057121095
