,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15,AUC16,AUC17,AUC18,AUC19,AUC20
0,0.7112211221122111,0.7156321401370905,0.7024784209190149,0.709705826351866,0.7189721375983752,0.6892056994160956,0.7000428408225438,0.733514216806296,0.7203842980451891,0.711427392739274,0.7147753236862149,0.7170681010408734,0.716845963442498,0.722930946940848,0.7058184183802996,0.7063420284336127,0.5,0.7378935008885504,0.6907685960903783,0.704445925361767
