,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15
0,0.778988888888889,0.7941555555555555,0.7800111111111111,0.7582888888888889,0.804611111111111,0.7938999999999999,0.7817555555555555,0.8015777777777779,0.7951,0.8171,0.7899777777777777,0.7950333333333335,0.7873444444444444,0.7930444444444446,0.7739111111111112
