,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10
0,0.6911256029449099,0.7310865701954812,0.7225104722010662,0.6986782812896675,0.7180359862909368,0.7435818101040873,0.7156162731657782,0.7290079969535415,0.7421141152576796,0.7157828763645595
