,AUC1,AUC2,AUC3,AUC4,AUC5
0,0.7890747981516275,0.8159117452902046,0.8116208805159193,0.8071607508590193,0.8211702409767712
1,0.809682630379729,0.8102399142206138,0.8039517773121989,0.8089461692026609,0.8122263842154642
2,0.8014712624221522,0.7986063209270505,0.8054886693045005,0.8066862740949197,0.8240381427956808
3,0.8115004254034277,0.8144789548761956,0.8224917776501646,0.8192211801523551,0.8095815243693376
4,0.8015911976301312,0.8064889265058541,0.8008971646212442,0.8046974185357596,0.7938510368176047
