,sensitivity1,sensitivity2,sensitivity3,sensitivity4,sensitivity5
0,0.7719087635054022,0.8,0.7674144037780402,0.7857142857142857,0.7524071526822559
1,0.78998778998779,0.7688679245283019,0.7883663366336634,0.7954545454545454,0.814621409921671
2,0.7764705882352941,0.7768079800498753,0.792814371257485,0.7693194925028836,0.7936305732484077
3,0.8078381795195955,0.7922535211267606,0.771689497716895,0.7594070695553021,0.7737041719342604
4,0.7559808612440191,0.7776442307692307,0.7878395860284605,0.781578947368421,0.7319461444308446
