,AUC1,AUC2,AUC3,AUC4,AUC5,AUC6,AUC7,AUC8,AUC9,AUC10,AUC11,AUC12,AUC13,AUC14,AUC15
0,0.8099,0.8034222222222223,0.7654666666666665,0.7911555555555555,0.7706555555555555,0.7837888888888889,0.7798222222222222,0.802,0.8044777777777777,0.7909,0.7742,0.7758000000000003,0.741411111111111,0.7840888888888888,0.787688888888889
